,Age,Gender,Education Level,Field,Years of Experience,Salary
6059,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6060,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6061,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6062,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6063,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6064,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6065,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6066,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6067,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6068,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6070,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6071,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6072,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6073,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6074,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6075,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6076,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6077,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6078,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6079,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6080,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6081,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6082,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6084,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6085,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6086,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6087,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6088,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6089,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6090,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6091,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6092,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6093,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6094,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6095,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6096,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6098,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6099,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6100,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6101,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6102,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6103,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6104,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6105,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6106,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6107,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6108,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6109,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6110,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6112,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6113,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6114,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6115,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6116,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6117,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6118,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6119,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6120,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6121,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6122,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6123,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6124,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6126,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6127,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6128,26.0,Female,Master's,Software Development,2.0,75000.0
6129,39.0,Male,PhD,Research and Analysis,14.0,185000.0
6130,32.0,Female,Bachelor's,Sales and Marketing,7.0,120000.0
6131,28.0,Male,Bachelor's,Creative and Design,3.0,60000.0
6132,35.0,Female,Master's,Research and Analysis,10.0,145000.0
6133,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6134,33.0,Female,Master's,Operations and Project Management,8.0,135000.0
6135,27.0,Male,Bachelor's,Software Development,2.0,70000.0
6136,36.0,Female,PhD,Management and Leadership,12.0,175000.0
6138,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6139,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6140,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6141,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6142,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6143,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6144,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6145,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6146,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6147,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6148,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6149,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6150,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6152,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6153,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6154,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6155,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6156,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6157,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6158,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6159,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6160,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6161,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6162,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6163,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6164,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6166,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6167,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6168,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6169,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6170,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6171,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6172,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6173,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6174,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6175,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6176,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6177,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6178,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6180,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6181,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6182,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6183,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6184,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6185,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6186,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6187,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6188,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6189,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6190,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6191,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6192,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6194,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6195,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6196,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6197,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6198,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6199,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6200,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6201,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6202,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6203,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6204,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6205,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6206,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6208,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6209,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6210,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6211,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6212,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6213,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6214,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6215,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6216,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6217,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6218,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6219,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6220,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6222,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6223,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6224,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6225,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6226,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6227,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6228,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6229,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6230,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6231,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6232,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6233,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6234,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6236,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6237,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6238,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6239,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6240,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6241,33.0,Female,Master's,Sales and Marketing,9.0,135000.0
6242,27.0,Male,Bachelor's,Software Development,3.0,80000.0
6243,36.0,Female,PhD,Research and Analysis,13.0,185000.0
6244,25.0,Male,Bachelor's,Operations and Project Management,1.0,60000.0
6245,30.0,Female,Bachelor's,Sales and Marketing,5.0,95000.0
6246,34.0,Male,PhD,Management and Leadership,12.0,170000.0
6247,28.0,Female,Bachelor's,Sales and Marketing,3.0,65000.0
6248,32.0,Male,Bachelor's,Operations and Project Management,7.0,120000.0
6250,38.0,Male,Master's,Management and Leadership,14.0,195000.0
6251,40.0,Female,Bachelor's,Finance and Accounting,16.0,215000.0
6252,27.0,Male,Bachelor's,Creative and Design,2.0,55000.0
6253,32.0,Female,PhD,Research and Analysis,9.0,145000.0
6254,29.0,Male,Bachelor's,Sales and Marketing,4.0,75000.0
6255,29.0,Male,Bachelor's,Sales and Marketing,2.0,45000.0
6256,45.0,Female,Master's,Management and Leadership,8.0,80000.0
6257,37.0,Male,PhD,Sales and Marketing,7.0,90000.0
6258,23.0,Female,High School,Sales and Marketing,1.0,35000.0
6259,41.0,Male,Bachelor's,Finance and Accounting,12.0,120000.0
6260,26.0,Female,Bachelor's,Management and Leadership,4.0,60000.0
6261,33.0,Male,Master's,Sales and Marketing,5.0,70000.0
6262,28.0,Female,High School,Sales and Marketing,3.0,40000.0
6263,50.0,Male,PhD,Sales and Marketing,15.0,150000.0
6264,35.0,Female,Bachelor's,Sales and Marketing,2.0,35000.0
6265,42.0,Male,Master's,Management and Leadership,13.0,130000.0
6266,27.0,Female,Bachelor's,Sales and Marketing,1.0,35000.0
6267,48.0,Male,PhD,Management and Leadership,18.0,180000.0
6268,31.0,Female,High School,Finance and Accounting,4.0,60000.0
6269,36.0,Male,Bachelor's,Management and Leadership,6.0,75000.0
6270,25.0,Female,Master's,Management and Leadership,3.0,50000.0
6271,39.0,Male,PhD,Sales and Marketing,10.0,100000.0
6272,30.0,Female,High School,Sales and Marketing,2.0,40000.0
6273,44.0,Male,Bachelor's,Sales and Marketing,11.0,110000.0
6274,29.0,Female,Master's,Sales and Marketing,4.0,55000.0
6275,47.0,Male,PhD,Sales and Marketing,17.0,170000.0
6276,32.0,Female,Bachelor's,Sales and Marketing,3.0,40000.0
6277,38.0,Male,Master's,Management and Leadership,9.0,95000.0
6278,24.0,Female,High School,Sales and Marketing,1.0,35000.0
6279,40.0,Male,PhD,Management and Leadership,14.0,140000.0
6280,34.0,Female,Bachelor's,Finance and Accounting,5.0,70000.0
6281,26.0,Male,Master's,Management and Leadership,3.0,50000.0
6282,31.0,Female,PhD,Sales and Marketing,6.0,75000.0
6283,27.0,Male,High School,Sales and Marketing,2.0,40000.0
6284,43.0,Female,Bachelor's,Sales and Marketing,12.0,120000.0
6285,28.0,Male,Master's,Sales and Marketing,2.0,40000.0
6286,46.0,Female,PhD,Sales and Marketing,16.0,160000.0
6287,33.0,Male,Bachelor's,Sales and Marketing,4.0,55000.0
6288,39.0,Female,Master's,Management and Leadership,10.0,100000.0
6289,25.0,Male,High School,Sales and Marketing,1.0,35000.0
6290,41.0,Female,Bachelor's,Management and Leadership,8.0,80000.0
6291,35.0,Male,PhD,Sales and Marketing,7.0,90000.0
6292,23.0,Female,Bachelor's,Sales and Marketing,1.0,35000.0
6293,42.0,Male,Master's,Finance and Accounting,13.0,130000.0
6294,26.0,Female,Bachelor's,Management and Leadership,4.0,60000.0
6295,32.0,Male,Master's,Sales and Marketing,5.0,70000.0
6296,27.0,Female,High School,Sales and Marketing,3.0,40000.0
6297,50.0,Male,PhD,Sales and Marketing,15.0,150000.0
6298,36.0,Female,Bachelor's,Sales and Marketing,2.0,35000.0
6299,48.0,Male,Master's,Management and Leadership,18.0,180000.0
6300,31.0,Female,High School,Sales and Marketing,2.0,40000.0
6301,29.0,Male,Bachelor's,Management and Leadership,6.0,75000.0
6302,45.0,Female,PhD,Finance and Accounting,12.0,120000.0
6303,25.0,Male,Master's,Management and Leadership,3.0,50000.0
6304,37.0,Female,Bachelor's,Sales and Marketing,7.0,90000.0
6305,23.0,Male,High School,Sales and Marketing,1.0,35000.0
6306,41.0,Female,Bachelor's,Sales and Marketing,11.0,110000.0
6307,26.0,Male,Master's,Sales and Marketing,3.0,45000.0
6308,33.0,Female,PhD,Sales and Marketing,5.0,70000.0
6309,28.0,Male,Bachelor's,Sales and Marketing,1.0,30000.0
6310,42.0,Female,Master's,Management and Leadership,13.0,130000.0
6311,27.0,Male,High School,Finance and Accounting,4.0,60000.0
6312,50.0,Female,Bachelor's,Management and Leadership,15.0,150000.0
6313,35.0,Male,PhD,Sales and Marketing,8.0,80000.0
6314,24.0,Female,Bachelor's,Sales and Marketing,1.0,35000.0
6315,46.0,Male,Master's,Sales and Marketing,16.0,160000.0
6316,29.0,Female,High School,Sales and Marketing,2.0,40000.0
6317,47.0,Male,PhD,Sales and Marketing,17.0,170000.0
6318,31.0,Female,Bachelor's,Sales and Marketing,3.0,40000.0
6319,38.0,Male,Master's,Management and Leadership,9.0,95000.0
6320,25.0,Female,High School,Sales and Marketing,1.0,35000.0
6321,39.0,Male,Bachelor's,Management and Leadership,10.0,100000.0
6322,33.0,Female,PhD,Finance and Accounting,5.0,70000.0
6323,27.0,Male,Master's,Management and Leadership,3.0,50000.0
6324,43.0,Female,Bachelor's,Sales and Marketing,12.0,120000.0
6325,28.0,Male,High School,Sales and Marketing,2.0,40000.0
6326,31.0,Male,Bachelor's,Sales and Marketing,3.0,50000.0
6327,46.0,Female,Master's,Sales and Marketing,14.0,140000.0
6328,27.0,Male,High School,Sales and Marketing,2.0,40000.0
6329,38.0,Female,Bachelor's,Finance and Accounting,10.0,100000.0
6330,24.0,Male,PhD,Management and Leadership,1.0,30000.0
6331,33.0,Female,Master's,Sales and Marketing,6.0,75000.0
6332,29.0,Male,High School,Sales and Marketing,2.0,40000.0
6333,50.0,Female,Bachelor's,Management and Leadership,18.0,180000.0
6334,35.0,Male,PhD,Sales and Marketing,8.0,80000.0
6335,23.0,Female,Bachelor's,Sales and Marketing,1.0,35000.0
6336,41.0,Male,Master's,Management and Leadership,12.0,120000.0
6337,26.0,Female,High School,Finance and Accounting,3.0,45000.0
6338,32.0,Male,Bachelor's,Management and Leadership,7.0,90000.0
6339,27.0,Female,PhD,Sales and Marketing,4.0,55000.0
6340,43.0,Male,Master's,Sales and Marketing,16.0,160000.0
6341,28.0,Female,Bachelor's,Sales and Marketing,2.0,40000.0
6342,47.0,Male,PhD,Sales and Marketing,17.0,170000.0
6343,31.0,Female,High School,Sales and Marketing,3.0,40000.0
6344,38.0,Male,Master's,Management and Leadership,9.0,95000.0
6345,25.0,Female,High School,Sales and Marketing,1.0,35000.0
6346,39.0,Male,Bachelor's,Management and Leadership,11.0,110000.0
6347,33.0,Female,PhD,Finance and Accounting,6.0,75000.0
6348,27.0,Male,Master's,Management and Leadership,3.0,50000.0
6349,43.0,Female,Bachelor's,Sales and Marketing,12.0,120000.0
6350,28.0,Male,High School,Sales and Marketing,2.0,40000.0
6351,50.0,Female,Master's,Sales and Marketing,15.0,150000.0
6352,36.0,Male,Bachelor's,Sales and Marketing,5.0,70000.0
6353,48.0,Female,PhD,Sales and Marketing,19.0,190000.0
6354,31.0,Male,High School,Sales and Marketing,3.0,40000.0
6355,29.0,Female,Bachelor's,Management and Leadership,6.0,75000.0
6356,45.0,Male,Master's,Management and Leadership,14.0,140000.0
6357,25.0,Female,High School,Sales and Marketing,1.0,35000.0
6358,41.0,Male,Bachelor's,Finance and Accounting,12.0,120000.0
6359,35.0,Female,PhD,Sales and Marketing,8.0,80000.0
6360,23.0,Male,Bachelor's,Sales and Marketing,1.0,35000.0
6361,42.0,Female,Master's,Management and Leadership,13.0,130000.0
6362,26.0,Male,High School,Management and Leadership,2.0,40000.0
6363,32.0,Female,Bachelor's,Sales and Marketing,7.0,90000.0
6364,27.0,Male,PhD,Sales and Marketing,4.0,55000.0
6365,50.0,Female,Master's,Sales and Marketing,18.0,180000.0
6366,36.0,Male,Bachelor's,Sales and Marketing,3.0,45000.0
6367,48.0,Female,PhD,Management and Leadership,19.0,190000.0
6368,31.0,Male,High School,Sales and Marketing,3.0,50000.0
6369,29.0,Female,Bachelor's,Finance and Accounting,4.0,55000.0
6370,45.0,Male,Master's,Sales and Marketing,13.0,130000.0
6371,25.0,Female,High School,Sales and Marketing,1.0,35000.0
6372,41.0,Male,Bachelor's,Sales and Marketing,12.0,120000.0
6373,35.0,Female,PhD,Sales and Marketing,9.0,95000.0
6374,23.0,Male,Bachelor's,Sales and Marketing,1.0,35000.0
6375,42.0,Female,Master's,Management and Leadership,14.0,140000.0
6376,26.0,Male,High School,Management and Leadership,2.0,40000.0
6377,32.0,Female,Bachelor's,Management and Leadership,8.0,80000.0
6378,27.0,Male,PhD,Sales and Marketing,4.0,55000.0
6379,50.0,Female,Master's,Sales and Marketing,19.0,190000.0
6380,36.0,Male,Bachelor's,Management and Leadership,6.0,75000.0
6381,48.0,Female,PhD,Sales and Marketing,17.0,170000.0
6382,31.0,Male,High School,Sales and Marketing,3.0,50000.0
6383,29.0,Female,Bachelor's,Finance and Accounting,4.0,55000.0
6384,45.0,Male,Master's,Sales and Marketing,13.0,130000.0
